0,0.000000,0.000000,0.000000,526340
1,0.000000,0.000000,0.000000,788484
2,0.000000,0.000000,0.000000,657924
3,0.000000,0.000000,0.000000,855558
4,0.000000,0.000000,0.000000,1118478
5,0.000000,0.000000,0.000000,1315850
6,0.000000,0.000000,0.000000,1379856
7,0.000000,0.000000,0.000000,1381902
8,0.000000,0.000000,0.000000,1907221
9,0.000000,0.000000,0.000000,2627861
10,0.000000,0.000000,0.000000,1447691
11,0.000000,0.000000,0.000000,1775642
12,0.000000,0.000000,0.000000,1446931
13,0.000000,0.000000,0.000000,1776147
14,0.000000,0.000000,0.000000,2500140
15,0.000000,0.000000,0.000000,2761243
16,0.000000,0.000000,0.000000,2696729
17,0.000000,0.000000,0.000000,2567194
18,0.000000,0.000000,0.000000,2631187
19,0.000000,0.000000,0.000000,2698257
20,0.000000,0.000000,0.000000,3156257
21,0.000000,0.000000,0.000000,3487533
22,0.000000,0.000000,0.000000,4012335
23,0.000000,0.000000,0.000000,2893851
24,0.000000,0.000000,0.000000,3154702
25,0.000000,0.000000,0.000000,2302478
26,0.000000,0.000000,0.000000,2697758
27,0.000000,0.000000,0.000000,2893578
28,0.000000,0.000000,0.000000,2564114
29,0.000000,0.000000,0.000000,2041102
30,0.000000,0.000000,0.000000,2365198
31,0.000000,0.000000,0.000000,2104841
32,0.000000,0.000000,0.000000,3024408
33,0.000000,0.000000,0.000000,3416599
34,0.000000,0.000000,0.000000,2561806
35,0.000000,0.000000,0.000000,1773581
36,0.000000,0.000000,0.000000,2101519
37,0.000000,0.000000,0.000000,3153434
38,0.000000,0.000000,0.000000,4530471
39,0.000000,0.000000,0.000000,5911343
40,0.000000,0.000000,0.000000,7292739
41,0.000000,0.000000,0.000000,7752262
42,0.000000,0.000000,0.000000,8080202
43,0.000000,0.000000,0.000000,8212045
44,0.000000,0.000000,0.000000,8016467
45,0.000000,0.000000,0.000000,8542037
46,0.000000,0.000000,0.000000,9067098
47,0.000000,0.000000,0.000000,9199453
48,0.000000,0.000000,0.000000,9134432
49,0.000000,0.000000,0.000000,9198427
50,0.000000,0.000000,0.000000,9132889
51,0.000000,0.000000,0.000000,9723743
52,0.000000,0.000000,0.000000,10249315
53,0.000000,0.000000,0.000000,10578019
54,0.000000,0.000000,0.000000,10841197
55,0.000000,0.000000,0.000000,10841195
56,0.000000,0.000000,0.000000,10644329
57,0.000000,0.000000,0.000000,9920353
58,0.000000,0.000000,0.000000,9131863
59,0.000000,0.000000,0.000000,8475218
60,0.000000,0.000000,0.000000,8212560
61,0.000000,0.000000,0.000000,8213584
62,0.000000,0.000000,0.000000,8543063
63,0.000000,0.000000,0.000000,9265759
64,0.000000,0.000000,0.000000,9988714
65,0.000000,0.000000,0.000000,11107708
66,0.000000,0.000000,0.000000,11830658
67,0.000000,0.000000,0.000000,12029066
68,0.000000,0.000000,0.000000,12753815
69,0.000000,0.000000,0.000000,13079954
70,0.000000,0.000000,0.000000,11960698
71,0.000000,0.000000,0.000000,8605251
72,0.000000,0.000000,0.000000,4861485
73,0.000000,0.000000,0.000000,4139828
74,0.000000,0.000000,0.000000,5919565
75,0.000000,0.000000,0.000000,7169372
76,0.000000,0.000000,0.000000,8025446
77,0.000000,0.000000,0.000000,8025708
78,0.000000,0.000000,0.000000,8418672
79,0.000000,0.000000,0.000000,8944506
80,0.000000,0.000000,0.000000,9537152
81,0.000000,0.000000,0.000000,10129544
82,0.000000,0.000000,0.000000,10718866
83,0.000000,0.000000,0.000000,11247510
84,0.000000,0.000000,0.000000,11903643
85,0.000000,0.000000,0.000000,11707301
86,0.000000,0.000000,0.000000,11246489
87,0.000000,0.000000,0.000000,10392210
88,0.000000,0.000000,0.000000,9996935
89,0.000000,0.000000,0.000000,9274238
90,0.000000,0.000000,0.000000,8747898
91,0.000000,0.000000,0.000000,8416882
92,0.000000,0.000000,0.000000,7234145
93,0.000000,0.000000,0.000000,6248276
94,0.000000,0.000000,0.000000,5983304
95,0.000000,0.000000,0.000000,6246236
96,0.000000,0.000000,0.000000,6573409
97,0.000000,0.000000,0.000000,7037547
98,0.000000,0.000000,0.000000,9404296
99,0.000000,0.000000,0.000000,9667980
100,0.000000,0.000000,0.000000,10854557
101,0.000000,0.000000,0.000000,8415067
102,0.000000,0.000000,0.000000,5258807
103,0.000000,0.000000,0.000000,3747109
104,0.000000,0.000000,0.000000,8355194
105,0.000000,0.000000,0.000000,11840944
106,0.000000,0.000000,0.000000,13945283
107,0.000000,0.000000,0.000000,13681602
108,0.000000,0.000000,0.000000,13877187
109,0.000000,0.000000,0.000000,13747908
110,0.000000,0.000000,0.000000,13221056
111,0.000000,0.000000,0.000000,11443087
112,0.000000,0.000000,0.000000,4925985
113,0.000000,0.000000,0.000000,1772555
114,0.000000,0.000000,0.000000,1116170
115,0.000000,0.000000,0.000000,3684673
116,0.000000,0.000000,0.000000,6976359
117,0.000000,0.000000,0.000000,9013891
118,0.000000,0.000000,0.000000,9077631
119,0.000000,0.000000,0.000000,8881024
